news_title,news_details,news_date,source_name,event,Political Bias,Social Bias
पैगंबर मोहम्मद पर टिप्पणी मामले में सुप्रीम कोर्ट से नुपुर शर्मा को मिली बड़ी राहत,Nupur Sharma: पैगंबर मोहम्मद मामले में नुपुर शर्मा को सुप्रीम कोर्ट से राहत मिली है. उच्चतम अदालत ने पैगंबर मोहम्मद पर कथित नफरत भरे बयान को लेकर नुपुर शर्मा के खिलाफ हुईं सभी प्राथमिकियों को एक साथ क्लब करने और उन्हें दिल्ली स्थानांतरित करने का निर्देश दिया है.,"Aug 10,2022, 17:08 PM IST",ZEE News,Nupur Sharma Controversy,Neutral,Neutral
"नूपुर शर्मा को सुप्रीम राहत, देशभर में दर्ज सभी केस दिल्ली ट्रांसफर, SC का आदेश",नूपुर शर्मा को सुप्रीम कोर्ट से बड़ी राहत मिली है. उनके खिलाफ दर्ज सभी FIR को दिल्ली ट्रांसफर किया जाएगा.,"Aug 10,2022, 16:57 PM IST",ZEE News,Nupur Sharma Controversy,Neutral,Neutral
"Nupur Sharma को सुप्रीम कोर्ट से बड़ी राहत, अब दिल्ली पुलिस करेगी पूरे मामले की जांच","पैगंबर मुहम्मद को लेकर एक बयान देने पर नुपूर शर्मा के खिलाफ देश भर में माहौल गर्मा गया था. इसके बाद बीजेपी ने नुपूर को पार्टी से निकाल दिया था. उनके खिलाफ महाराष्ट्र, पश्चिम बंगाल सहित अलग-अलग राज्यों में कुल 5 मामले दर्ज हुए थे.","Aug 10,2022, 16:42 PM IST",ZEE News,Nupur Sharma Controversy,Neutral,Neutral
अहमदनगर में नूपुर शर्मा का स्टेटस लगाने पर युवक पर हमला,Maharashtra : भारतीय जनता पार्टी (BJP) से निलंबित की जा चुकीं पार्टी प्रवक्ता नुपुर शर्मा (Nupur Sharma) का समर्थन करने वालों पर हमले रुक नहीं रहे हैं। ऐसे ही एक हमले में महाराष्ट्र के अहमदनगर का एक युवक बुरी तरह घायल हो गया है।,"Aug 7,2022, 13:14 PM IST",ZEE News,Nupur Sharma Controversy,Neutral,Neutral
महाराष्ट्र के अहमदनगर में युवक पर हमला,Maharashtra Crime: भारतीय जनता पार्टी (BJP) से निलंबित की जा चुकीं पार्टी प्रवक्ता नुपुर शर्मा (Nupur Sharma) का समर्थन करने वालों पर हमले रुक नहीं रहे हैं। ऐसे ही एक हमले में महाराष्ट्र के अहमदनगर का एक युवक बुरी तरह घायल हो गया है।,"Aug 7,2022, 12:40 PM IST",ZEE News,Nupur Sharma Controversy,Neutral,Neutral
"महाराष्ट्र: नूपुर शर्मा का समर्थन करने वाले शख्स पर हमला, हालत बेहद नाजुक",Man attacked by mob in Ahmednagar: महाराष्ट्र के अहमदनगर में उस वक्त कोहराम मच गया जब एक शख्स पर हमला किया गया. बताया गया कि शख्स ने कथित तौर पर भाजपा की पूर्व नेता नूपुर शर्मा का समर्थन किया था.,"Aug 7,2022, 8:52 AM IST",ZEE News,Nupur Sharma Controversy,Neutral,Neutral
"नुपुर शर्मा के समर्थन का आरोप लगाते हुए युवक पर तलवार, दरांती से हमला","भीड़ ने 23 वर्षीय एक व्यक्ति पर सोशल मीडिया पर भारतीय जनता पार्टी (बीजेपी) की निलंबित नेता नुपुर शर्मा का समर्थन करने का आरोप लगाते हुए धारदार हथियारों से हमला कर दिया, जिससे वह गंभीर रूप से घायल हो गया. पुलिस ने शनिवार को यह जानकारी दी.  ","Aug 6,2022, 20:24 PM IST",ZEE News,Nupur Sharma Controversy,Neutral,Neutral
Phulwari Sharif मामले में NIA की छापेमारी जारी,"Phulwari Sharif मामले में NIA की छापेमारी लगातार जारी है, बिहार ही नहीं देश के अलग-अलग राज्यों में Terror Modules के खिलाफ छापेमारी जारी है...इस दौरान बेहद अहम खुलासे भी हुए हैं....देखिए पूरी ख़बर !","Aug 3,2022, 13:00 PM IST",ZEE News,Nupur Sharma Controversy,Neutral,Neutral
कासगंज में नूपुर शर्मा का समर्थन करने पर RSS कार्यकर्ताओं को धमकी,कासगंज में नूपुर शर्मा का समर्थन करने पर RSS कार्यकर्ताओं को धमकी मिलने का मामला सामने आया है. आरोपियों ने जिंदा दफनाने की धमकी दी है. फिलहाल आरोपी युवकों के खिलाफ मामला दर्ज हो चूका है,"Jul 28,2022, 11:28 AM IST",ZEE News,Nupur Sharma Controversy,,Neutral
"नूपुर के समर्थन पर RSS कार्यकर्ता को 'जान से मारने की धमकी'', पुलिस तक पहुंचा मामला",कासगंज के अमांपुर थाना क्षेत्र के एक युवक का आरोप है कि उसे नुपूर शर्मा का समर्थन करने की वजह से जान से मारने की धमकी दी गई है. उसने इस बात की शिकायत पुलिस में दर्ज कराई है. मामला सामने आने के बाद पुलिस एक्शन में आ गई है.,"Jul 27,2022, 20:18 PM IST",ZEE News,Nupur Sharma Controversy,,Pro Hindu
"BJYM नेता की हत्या का उदयपुर कनेक्शन, कन्हैयालाल के सपोर्ट में की थी पोस्ट",राजस्थान के उदयपुर में दर्जी कन्हैयालाल की हत्या की आग अभी पूरी तरह बुझी भी नहीं थी कि कर्नाटक में बीजेपी युवा मोर्चा के एक नेता की निर्मम तरीके से हत्या कर दी गई है.,"Jul 27,2022, 15:50 PM IST",ZEE News,Nupur Sharma Controversy,,Neutral
"Madhya Pradesh: पिता को आया मैसेज -- आपका बेटा बहादुर था, लेकिन 'गुस्ताख ए रसूल की एक ही सजा'",मध्य प्रदेश के रायसेन जिले में इंजीनियरिंग स्टूडेंट की हुई हत्या के मामले में पिता को Whatsapp पर जो संदेश मिला वो हैरान करने वाला था. मैसेज में मौत को लेकर 'सर तन से जुदा' का जिक्र किया गया था.,"Jul 27,2022, 11:44 AM IST",ZEE News,Nupur Sharma Controversy,,Pro Muslim
Madhya Pradesh: नूपुर के समर्थन में 'गला काट गैंग' एक्टिव?,"मध्य प्रदेश के रायसेन जिले में बीती देर रात इंजीनियरिंग स्टूडेंट का शव मिला. शुरुआती जांच के बाद पुलिस मामले को आत्महत्या का केस मान रही थी, लेकिन छात्र के पिता को घटना से पहले जो मैसेज मिला है, उससे मौत पर सस्पेंस बढ़ गया है.","Jul 26,2022, 13:26 PM IST",ZEE News,Nupur Sharma Controversy,,Pro Hindu
"पिता को मैसेज मिला 'सिर तन से जुदा', फिर कुछ देर बाद रेलवे ट्रैक पर मिली बेटे की लाश","Raisen Crime News: पिता और दोस्तों के वाट्सऐप पर एक स्क्रीनशॉट आया, जिसमें लिखा था, 'गुस्ताख-ए-नबी की एक ही सजा, सिर तन से जुदा...!' इसके कुछ देर बाद ही स्टूडेंट की लाख रेलवे ट्रैक पर मिली.","Jul 26,2022, 8:57 AM IST",ZEE News,Nupur Sharma Controversy,,Neutral
"उदयपुर हत्याकांड: NIA को बड़ी कामयाबी, 8वां आरोपी भी हुआ गिरफ्तार","मामला शुरू में 29 जून को धनमंडी पुलिस स्टेशन में दर्ज किया गया था, लेकिन NIA ने मामला फिर से दर्ज कर लिया क्योंकि उसने जांच अपने हाथ में ले ली थी. ","Jul 22,2022, 23:46 PM IST",ZEE News,Nupur Sharma Controversy,,Neutral
नूपुर शर्मा पर ओवैसी की भड़काऊ तकरीर | देखिए Zee News से Exclusive बातचीत में क्या कुछ कहा?,"Zee News से Exclusive बातचीत में ओवैसी ने जमकर केंद्र सरकार को घेरा है, कहा - नूपुर शर्मा को पूरी तरह बचाया जा रहा है, अभी तक क्यों नहीं गिरफ्तार किया गया.देखें पूरा Interview","Jul 22,2022, 22:12 PM IST",ZEE News,Nupur Sharma Controversy,,Pro Hindu
उत्तर प्रदेश के गाजियाबाद में वकील को 'सिर तन से जुदा' करने की धमकी मिली है. वकील के घर पर ये धमकी भरे पोस्टर चस्पा किए गए हैं. बताया जा रहा है कि जिन असामाजिक तत्वों ने ये धमकी दी है वो नूपुर शर्मा और कन्हैया लाल का समर्थन करने से नाराज हैं.,-,"Jul 22,2022, 20:00 PM IST",ZEE News,Nupur Sharma Controversy,,Pro Hindu
Nupur Sharma Controversy : सिर तन से जुदा करने की फिर आई धमकी,नूपुर शर्मा के विवादित बयान के बाद धमकियों का सिलसिला जारी है. विवादित बयान को लेकर अमरावती और उदयपुर में दो लोगों की हत्या की जा चुकी है. लेकिन इसके बाद भी नूपुर शर्मा के समर्थन में पोस्ट करने वालों को धमकियां दी जा रहीं है.,"Jul 22,2022, 14:00 PM IST",ZEE News,Nupur Sharma Controversy,,Pro Hindu
"कन्हैया लाल और नूपुर शर्मा का समर्थन पड़ा भारी, अब वकील को सिर कलम करने की धमकी",गाजियाबाद के वकील के घर पर 'सिर तन से जुदा' के पोस्टर चस्पा होने का मामला सामने आया है. बताया जा रहा है कि थाना ट्रॉनिका सिटी इलाके में आवास विकास कॉलोनी में रहने वाले वकील को असामाजिक तत्वों सिर तन से अलग करने की धमकी दी है.,"Jul 21,2022, 15:33 PM IST",ZEE News,Nupur Sharma Controversy,,Pro Muslim
"कन्हैया-नूपुर शर्मा के समर्थन में निकाली थी मार्च, अब 'सिर तन से जुदा' करने की धमकी!","यूपी में 'सिर तन से जुदा' गैंग फिर एक्टिव दिख रही है. गाजियाबाद के एक वकील के घर पर ये पोस्टर चिपकाए गए हैं, वह भी इसलिए क्योंकि वकील ने नूपुर शर्मा और कन्हैयालाल का समर्थन किया था... पढ़ें खबर- ","Jul 21,2022, 13:20 PM IST",ZEE News,Nupur Sharma Controversy,,Pro Hindu
"आंतकवादी पार्टी,तहरीक-ए-लब्बैक से प्रभावित युवक का था नूपुर शर्मा को मारने का प्लान",पुलिस के मुताबिक घुसपैठिया धार्मिक रूप से (हत्या के लिए) इतना प्रेरित था और उसे पता नहीं था कि नूपुर कहां रहती है और वहां वो कैसे पहुंचेगा.,"Jul 21,2022, 10:06 AM IST",ZEE News,Nupur Sharma Controversy,,Neutral
"जिहादी मानसिकता पर चोट करने का प्लान, खुफिया एजेंसी की रडार पर 500 से ज्यादा लोग","महाराष्ट्र के अमरावती में उमेश कोल्हे और और उदयपुर में कन्हैया लाल दो हत्याएं, दो अलग-अलग राज्यों में हुई. लेकिन जांच एजेंसियों की तहकीकात बता रही है. इन दोनों हत्याओं के तार एक ही सिरे से जुड़े हुए हैं. जांच में पता चला है कि इन दोनों ही हत्याओं की तरह देशभर में दहशत पैदा करने के लिए जिहादी ग्रुप नूपुर शर्मा का समर्थन करने वाले और भी कई लोगों की हत्या करने की साजिश रच रहे थे.","Jul 21,2022, 8:50 AM IST",ZEE News,Nupur Sharma Controversy,,Anti Muslim
नूपुर शर्मा के समर्थन में स्टेटस लगाने पर जीजा-साले को मिली सिर कलम करने की धमकी,नूपुर शर्मा के समर्थन करने पर एक युवक को जान से मारने की धमकी देने और उसके जीजा से मारपीट करने के मामले में गिरफ्तार सभी सात आरोपितों को गंगापुर पुलिस ने कोर्ट में पेश किया.,"Jul 20,2022, 13:35 PM IST",ZEE News,Nupur Sharma Controversy,,Pro Hindu
Namaste India: पटना आतंकी साजिश के बड़ा खुलासा,पटना आतंकी मॉड्यूल पर अब एक बड़ा खुलासा हुआ है. नूपुर शर्मा के घर की रेकी की गई थी साथ ही एक आरोपी के मोबाइल से नूपुर शर्मा के घर का पता भी मिला है.,"Jul 20,2022, 11:34 AM IST",ZEE News,Nupur Sharma Controversy,,Neutral
नूपुर शर्मा के घर की रेकी की गयी थी - सूत्र,PFI जांच मामले में एक बड़ा खुलासा हुआ है. अतहर और अरमान के मोबाइल में कई सबूत मिले हैं. सूत्रों के मुताबिक नूपुर शर्मा के घर की रेकी की गयी थी,"Jul 20,2022, 11:10 AM IST",ZEE News,Nupur Sharma Controversy,,Neutral
Nupur Sharma Controversy: नूपुर की हत्या करने का था प्लान,नूपुर शर्मा के विवादित बयान को लेकर उन्हें लगातार धमकियां मिल रही है. लेकिन अब उनकी हत्या की साजिश पाकिस्तान से रची जा रही है. इसी के चलते राजस्थान में बॉर्डर पर एक पाकिस्तानी नागरिक को गिरफ्तार किया गया है. देखिए ये रिपोर्ट,"Jul 20,2022, 11:08 AM IST",ZEE News,Nupur Sharma Controversy,,Pro Hindu
PFI के निशाने पर नूपुर शर्मा? मर्डर प्लान के लिए घर की हुई थी रेकी,"पटना आतंकी मॉड्यूल के आरोपी के मोबाइल में नूपुर शर्मा के घर का पता मिला है. यही नहीं, नए खुलासे के मुताबिक नूपुर शर्मा के घर की रेकी भी की गई थी. जिससे माना जा रहा है कि PFI के निशाने पर नूपुर शर्मा हो सकती हैं. इस खुलासे के बाद जांच एजेंसिया अलर्ट मोड में आ गईं हैं.","Jul 20,2022, 8:17 AM IST",ZEE News,Nupur Sharma Controversy,,Pro Hindu
Bihar में Nupur Sharma का Video देखने पर सरेआम चाकूबाजी की वारदात,Sitamarhi: भाजपा की प्रवक्ता रहीं नुपूर शर्मा की टिप्पणी के बाद उनके नाम पर विवाद थमने का नाम नहीं ले रहा है. उदयपुर मर्डर के बाद बिहार के सीतामढ़ी से ऐसी ही खबर आई है. यहां नुपूर शर्मा मामले में बहस कर रहे दो पक्षों के बीच कहासुनी हुई. देखते-देखते इस झगड़े ने बड़ी झड़प का रुख अख्तियार कर लिया और पल भर में ये हिंसक हो गई. जिसके बाद चाकू-छूरे निकल आए. जिसके बाद एक युवक को चाकू मारकर घायल कर दिया गया है. घायल युवक के परिजनों ने दूसरे पक्ष पर आरोप लगाए हैं. पुलिस इस मामले से इंकार कर रही है...देखिए पूरी रिपोर्ट !,"Jul 20,2022, 6:22 AM IST",ZEE News,Nupur Sharma Controversy,,Neutral
Taal Thok Ke: नूपुर शर्मा के खिलाफ 'सिर तन से जुदा' गैंग को पाकिस्तानी शह है?,राजस्थान के श्रीगंगानगर में सुरक्षा बलों ने एक घुसपैठिये को पकड़ा है. भारत-पाकिस्तान सीमा से पकड़े गए घुसपैठिए ने खुलासा किया कि वो नुपुर शर्मा की हत्या के लिए भारत में आया था. पकड़े गए घुसपैठिए का नाम रिजवान अशरफ है.,"Jul 19,2022, 23:52 PM IST",ZEE News,Nupur Sharma Controversy,,Anti Muslim
"बिहार पुलिस को नुपुर शर्मा पर हमले की आशंका, पीएफआई ऑपरेटिव के मोबाइल से मिली डिटेल","सूत्रों ने कहा है कि नुपुर शर्मा पर हमले की साजिश हो सकती है. सूत्रों के मुताबिक, जिन परवेज और अरमान मलिक से पूछताछ की गई, उन्हें शुरू में सुरक्षा अधिकारियों को गुमराह किया. ","Jul 19,2022, 22:36 PM IST",ZEE News,Nupur Sharma Controversy,,Pro Hindu
नूपुर शर्मा को मारने के लिए पाकिस्तान से रची गई थी साजिश आरोपी ने बताई क्या थी प्लानिंग,विवादित बयानों को लेकर मुश्किल में घिरी बीजेपी से निलंबित नूपुर शर्मा (Nupur Sharma) की हत्या की साजिश का खुलासा हुआ है. पाकिस्तान से आए घुसपैठिए ने पूछताछ में नूपुर शर्मा की हत्या की प्लानिंग की बात कही है. भारत-पाकिस्तान बॉर्डर पर दो दिन पहले रिजवान अशरफ नाम का घुसपैठिया गिरफ्तार किया गया था. रिजवान के पास से दो चाकू और कई धार्मिक किताब बरामद हुई थी. जेआईसी ने जब रिजवान अशरफ से पूछताछ की. तो उसने बताया कि वो नूपुर शर्मा की हत्या करने के लिए भारत आया है. हालांकि उसे ये नहीं पता था कि नूपुर शर्मा कहां रहती है.,"Jul 19,2022, 21:32 PM IST",ZEE News,Nupur Sharma Controversy,,Pro Hindu
"नुपुर शर्मा को मारने आया पाकिस्तानी, बॉर्डर पर 11 इंच बड़े चाकू के साथ पकड़ा गया","सीमा सुरक्षा बल (BSF) ने भारतीय सीमा में घुस आए एक पाकिस्तानी युवक को गिरफ्तार किया है, जो भाजपा की निलंबित प्रवक्ता नुपुर शर्मा की हत्या करने की मंशा से भारत में घुसा था. इसके पास से अन्य सामान के साथ-साथ एक चाकू व छुरा भी बरामद किया गया है.","Jul 19,2022, 20:18 PM IST",ZEE News,Nupur Sharma Controversy,,Pro Hindu
Nupur Sharma की हत्या के लिए Pakistan से आया घुसपैठिया,नूपुर शर्मा के मामले में बड़ा खुलासा हुआ है. श्रीगंगानगर से एक घुसपैठिया पकड़ा गया है बताया जा रहा है वो पाकिस्तान से नूपुर शर्मा की हत्या करने आया था.,"Jul 19,2022, 18:48 PM IST",ZEE News,Nupur Sharma Controversy,,Neutral
"Nupur Sharma case: नूपुर शर्मा को SC से बड़ी राहत, 10 अगस्त तक गिरफ्तारी पर लगी रोक","Nupur Sharma case: पैगम्बर मोहम्मद पर टिप्पणी करने के कारण नूपुर शर्मा पर अलग-अलग राज्यों में 9 FIR दर्ज हैं, जिसपर कोर्ट ने नूपुर की गिरफ्तारी पर फिलहाल रोक लगा दी है.  ","Jul 19,2022, 18:09 PM IST",ZEE News,Nupur Sharma Controversy,,Neutral
"नुपुर शर्मा की हत्या के लिए पाकिस्तान से घुसपैठ, बॉर्डर पर पकड़ा गया",Nupur Sharma News: नुपुर शर्मा को पैगंबर मोहम्मद पर दिए बयान के बाद लगातार धमकियां मिल रही है. पाकिस्तान से फतवे जारी हो रहे है. अब नुपुर शर्मा की हत्या के लिए भारतीय सीमा में घुस रहा घुसपैठिया पकड़ा गया है.,"Jul 19,2022, 17:56 PM IST",ZEE News,Nupur Sharma Controversy,,Neutral
बीजेपी सांसद को जान से मारने की धमकी मिलने पर कांग्रेस विधायक ने दी कड़ी प्रतिक्रिया,नुपुर शर्मा के समर्थन में सोशल मीडिया पोस्ट करने वाले कन्हैया लाल की हत्या के बाद उनके परिवार की मदद करने वाले बीजेपी के राज्यसभा सांसद किरोड़ी लाल मीणा को जान से मारने की धमकी मिली है. इस पर राजस्थान के प्रतापगढ़ के कांग्रेस विधायक रामलाल मीणा ने कड़ी प्रतिक्रिया दी.,"Jul 19,2022, 17:33 PM IST",ZEE News,Nupur Sharma Controversy,Pro BJP,Neutral
"नूपुर शर्मा की हत्या की साजिश, पाकिस्तानी घुसपैठिया गिरफ्तार; सामने आया खतरनाक इरादा",Nupur Sharma Murder Conspiracy: भाजपा की पूर्व प्रवक्ता नूपुर शर्मा की हत्या की साजिश का चौंका देने वाला मामला सामने आया है. राजस्थान पुलिस ने श्रीगंगानगर में पाक घुसपैठिये को गिरफ्तार करते हुए ये बड़ा खुलासा किया.,"Jul 19,2022, 17:24 PM IST",ZEE News,Nupur Sharma Controversy,,Pro Hindu
"श्रीगंगानगर से पकड़ा गया पाकिस्तानी घुसपैठिया, नूपुर शर्मा का कत्ल करने आया था",Sri Ganganagar Rajasthan/ Nupur Sharma पैगंबर मोहम्मद साहब को लेकर टीवी डिबेट के दौरान विवादित बयान देने वाली नूपुर शर्मा ने अपनी जान को खतरा बताते हुए सभी FIR दिल्ली में ट्रांसफर करने की मांग की थी और गिरफ्तारी पर भी रोक लगाने की अपील की थी. जिस पर अदालत 10 अगस्त तक उनके खिलाफ कोई कार्रवाई नहीं करने का हुक्म दिया है. इस बीच श्रीगंगानगर से एक बड़ी खबर सामने आ रही है. दरअसल यहां से एक पाकिस्तानी घुसपैठिये को गिरफ्तार किया गया है. जिसको लेकर दावा किया जा रहा है कि वो नूपुर शर्मा का कत्ल करने के मकसद से आया था.,"Jul 19,2022, 17:14 PM IST",ZEE News,Nupur Sharma Controversy,,Pro Hindu
Nupur Sharma Controversy: लगातार धमकियां मिल रही हैं - नूपुर के वकील,पैगंबर मुहम्मद पर दिए विवादित बयान के मामले में नूपुर शर्मा की अर्जी पर आज सुप्रीम कोर्ट में सुनवाई होगी. आपको बता दें कि नूपुर शर्मा के वकील ने कहा है कि नूपुर की जान को खतरा है और उन्हें लगातार धमकियां मिल रही हैं.,"Jul 19,2022, 17:02 PM IST",ZEE News,Nupur Sharma Controversy,,Pro Hindu
"नूपुर को 'सुप्रीम' राहत,जिस बेंच ने की थी सख्त टिप्पणी,उसी ने गिरफ्तारी पर लगाई रोक",बीजेपी की निलंबित प्रवक्ता नूपुर शर्मा को सुप्रीम कोर्ट से बड़ी राहत मिली है.मंगलवार को शीर्ष कोर्ट ने नूपुर शर्मा की याचिका पर सुनवाई करते हुए 10 अगस्त तक गिरफ्तारी पर रोक लगा दी है.,"Jul 19,2022, 16:59 PM IST",ZEE News,Nupur Sharma Controversy,,Neutral
Nupur Sharma को Supreme Court से बड़ी राहत,पैगंबर मुहम्मद पर दिए विवादित बयान के मामले में नूपुर शर्मा को सुप्रीम कोर्ट से बड़ी राहत मिली है. सुप्रीम कोर्ट ने 10 अगस्त तक नूपुर शर्मा की गिरफ्तारी पर रोक लगा दी है. कोर्ट ने कहा है कि अगर नई FIR भी दर्ज होती है तो भी गिरफ्तारी नहीं होगी.,"Jul 19,2022, 16:12 PM IST",ZEE News,Nupur Sharma Controversy,,Neutral
SC में नूपुर की याचिका पर सुनवाई,नूपुर शर्मा की याचिका पर आज सुप्रीम कोर्ट में सुनवाई होगी. नूपुर शर्मा ने कोर्ट से गिरफ्तारी पर रोक लगाने और सभी एफआईआर को दिल्ली ट्रांसफर करने की मांग की है.,"Jul 19,2022, 14:46 PM IST",ZEE News,Nupur Sharma Controversy,,Neutral
नूपुर शर्मा ने सुप्रीम कोर्ट में नई याचिका दायर करके की ये मांग,नूपुर शर्मा की याचिका पर आज सुप्रीम कोर्ट में सुनवाई होगी. नूपुर शर्मा ने कोर्ट से गिरफ्तारी पर रोक लगाने और सभी एफआईआर को दिल्ली ट्रांसफर करने की मांग की है.,"Jul 19,2022, 13:36 PM IST",ZEE News,Nupur Sharma Controversy,,Neutral
Nupur Sharma का वीडियो देखने पर विवाद.दो पक्षों में हुई झड़प,सीतामढ़ी में युवक को नूपुर शर्मा ( Nupur sharma ) का वीडियो देखने पर चाकू मार देने का मामला सामने आया है...जिससे युवक गंभीर रूप से जख्मी हो गया...देखिए पूरी ख़बर...,"Jul 19,2022, 13:11 PM IST",ZEE News,Nupur Sharma Controversy,,Neutral
Nupur Sharma की याचिका पर आज Supreme Court में सुनवाई,BJP की निलंबित प्रवक्ता नूपुर शर्मा ने एक बार फिर से सुप्रीम कोर्ट का दरवाजा खटखटाया है. Nupur Sharma की याचिका पर आज Supreme Court में सुनवाई.. देखिए वीडियो...,"Jul 19,2022, 12:48 PM IST",ZEE News,Nupur Sharma Controversy,,Neutral
नूपुर शर्मा का वीडियो देखने पर युवक पर चाकूओं से किया गया हमला|,बिहार के सीतामढ़ी में एक युवक पर चाकूओं से हमला किया गया. आरोप है कि मोबाइल पर नूपुर शर्मा का वीडियो देखने पर युवक को निशाना बनाया गया. भरे बाजार दौड़ा दौड़ा कर युवक पर हमला किया.,"Jul 19,2022, 10:46 AM IST",ZEE News,Nupur Sharma Controversy,,Neutral